feature_a,feature_b,correlation
bwd_pkts_payload.tot,bwd_pkts_tot,0.9753318205744816
flow_pkts_payload.tot,bwd_header_size_tot,0.9740366425145838
bwd_pkts_payload.std,bwd_pkts_payload.max,0.97397524798772
fwd_iat.std,fwd_iat.max,0.9722219591534751
flow_pkts_payload.max,bwd_pkts_payload.max,0.9719040303226375
flow_iat.std,fwd_iat.std,0.9718377822413565
flow_iat.max,fwd_iat.std,0.9689167554527631
idle.max,fwd_iat.std,0.9686906946426274
bwd_pkts_payload.tot,bwd_header_size_tot,0.9686624981033864
bwd_header_size_max,bwd_header_size_min,0.9679633185742315
idle.avg,fwd_iat.std,0.9679133421360778
idle.min,flow_iat.std,0.9668094099238579
flow_ACK_flag_count,bwd_pkts_tot,0.9576751867664216
idle.min,fwd_iat.std,0.954897986462261
active.std,active.max,0.9548204964511743
flow_pkts_payload.max,bwd_pkts_payload.std,0.945336565793765
bwd_iat.std,bwd_iat.max,0.9387981721917528
flow_ACK_flag_count,bwd_data_pkts_tot,0.9357265319007441
bwd_subflow_bytes,bwd_pkts_payload.tot,0.9304478852564677
bwd_bulk_packets,bwd_pkts_payload.tot,0.9300673110953479
bwd_bulk_bytes,bwd_pkts_payload.tot,0.9295757094659899
flow_pkts_payload.tot,flow_ACK_flag_count,0.9245301701733315
bwd_subflow_bytes,flow_pkts_payload.tot,0.9237359156660085
bwd_iat.std,bwd_iat.avg,0.9227892655514335
bwd_subflow_bytes,bwd_data_pkts_tot,0.9221010859765103
bwd_bulk_packets,flow_pkts_payload.tot,0.9196748501761164
bwd_bulk_bytes,flow_pkts_payload.tot,0.9187621379121732
fwd_header_size_max,fwd_header_size_min,0.9177085381383872
fwd_data_pkts_tot,fwd_pkts_tot,0.9146825459192353
active.avg,active.max,0.9139585226218057
bwd_bulk_packets,bwd_header_size_tot,0.9131593379236249
bwd_pkts_payload.tot,flow_ACK_flag_count,0.9121861466550341
bwd_bulk_bytes,bwd_header_size_tot,0.9117430723138185
bwd_bulk_packets,bwd_data_pkts_tot,0.9093242517054301
bwd_bulk_bytes,bwd_data_pkts_tot,0.9080534340046728
fwd_pkts_payload.std,fwd_pkts_payload.max,0.9075545478259944
bwd_subflow_bytes,bwd_pkts_tot,0.9069513970236333
flow_iat.std,flow_iat.avg,0.9031890499807415
bwd_pkts_payload.avg,bwd_pkts_payload.max,0.8990533550166887
flow_pkts_payload.std,flow_pkts_payload.max,0.8962617466898011
bwd_pkts_payload.std,bwd_pkts_payload.avg,0.8948407829735819
bwd_bulk_packets,bwd_subflow_bytes,0.8922282057133635
bwd_bulk_packets,bwd_pkts_tot,0.8916580737637997
bwd_bulk_bytes,bwd_subflow_bytes,0.8914757644849604
bwd_subflow_pkts,bwd_data_pkts_tot,0.8910445997113745
bwd_bulk_bytes,bwd_pkts_tot,0.8900543160948939
bwd_subflow_pkts,bwd_pkts_payload.tot,0.8893140123574061
bwd_subflow_bytes,bwd_header_size_tot,0.8892939669703842
flow_ECE_flag_count,flow_CWR_flag_count,0.8888861409364273
bwd_subflow_pkts,flow_pkts_payload.tot,0.8864430684395821
bwd_subflow_pkts,bwd_pkts_tot,0.8829378019067372
flow_SYN_flag_count,fwd_header_size_max,0.8749679618193866
fwd_init_window_size,fwd_header_size_max,0.8633227413199848
flow_iat.avg,fwd_iat.avg,0.8610993369674347
flow_pkts_payload.max,bwd_pkts_payload.avg,0.8606583922694898
bwd_subflow_pkts,bwd_header_size_tot,0.8582891513956956
flow_iat.avg,flow_iat.max,0.8550770634747008
idle.max,flow_iat.avg,0.8543624762277067
active.avg,active.min,0.8526401591963311
flow_iat.avg,fwd_iat.std,0.8518431922115762
idle.avg,flow_iat.avg,0.8459894829500092
flow_iat.avg,fwd_iat.max,0.8457430436160661
flow_pkts_payload.std,bwd_pkts_payload.std,0.8437265152226564
bwd_bulk_packets,bwd_subflow_pkts,0.8419517665818445
bwd_bulk_bytes,bwd_subflow_pkts,0.8397036294485951
bwd_subflow_bytes,flow_ACK_flag_count,0.8387539530532724
flow_pkts_payload.std,bwd_pkts_payload.max,0.8358736769427616
bwd_iat.avg,bwd_iat.max,0.8348664507696409
bwd_init_window_size,fwd_init_window_size,0.8340012708442672
bwd_bulk_packets,flow_ACK_flag_count,0.832483014541881
bwd_bulk_bytes,flow_ACK_flag_count,0.8303688942772438
flow_iat.std,fwd_iat.avg,0.8282243283340274
idle.min,flow_iat.avg,0.8263490447679954
flow_SYN_flag_count,fwd_header_size_min,0.8197502628224205
bwd_subflow_pkts,flow_ACK_flag_count,0.8191560971116892
flow_pkts_payload.max,fwd_pkts_payload.max,0.8181643935560601
flow_pkts_payload.std,fwd_pkts_payload.max,0.8136931899456439
fwd_header_size_tot,fwd_pkts_tot,0.8082933381151636
bwd_PSH_flag_count,fwd_header_size_tot,0.8025736276890223
flow_ACK_flag_count,fwd_header_size_tot,0.8021441308706874
fwd_pkts_payload.avg,fwd_pkts_payload.min,0.8000707692408409
fwd_pkts_payload.tot,fwd_data_pkts_tot,0.7990416538051665
flow_pkts_payload.std,bwd_pkts_payload.avg,0.7970765061283395
flow_pkts_payload.avg,bwd_pkts_payload.avg,0.7855849725920906
flow_pkts_payload.max,fwd_pkts_payload.std,0.783729974490004
flow_pkts_payload.min,bwd_header_size_min,0.7722684233646722
active.std,active.avg,0.7690763144732373
fwd_pkts_payload.tot,fwd_pkts_tot,0.7617459784766608
bwd_pkts_payload.max,fwd_pkts_payload.std,0.7617157421870566
flow_pkts_payload.min,down_up_ratio,0.758941986619207
bwd_header_size_max,fwd_header_size_max,0.7578753683726206
bwd_pkts_payload.std,fwd_pkts_payload.std,0.755504648897362
fwd_iat.tot,fwd_data_pkts_tot,0.7545469411457836
flow_iat.tot,fwd_data_pkts_tot,0.7543562322347348
fwd_data_pkts_tot,flow_duration,0.7543554474573244
flow_pkts_payload.avg,fwd_pkts_payload.max,0.7494429432687927
flow_pkts_payload.avg,flow_pkts_payload.max,0.7449788818175794
fwd_iat.avg,fwd_iat.max,0.7426702797468201
bwd_iat.std,fwd_iat.avg,0.7425706326109378
fwd_iat.tot,fwd_pkts_tot,0.7418519959081942
flow_iat.tot,fwd_pkts_tot,0.7417134004476033
fwd_pkts_tot,flow_duration,0.7417070198928357
flow_iat.max,fwd_iat.avg,0.739815104023059
idle.max,fwd_iat.avg,0.7393886358351006
idle.avg,fwd_iat.avg,0.7374181197895159
bwd_subflow_pkts,fwd_subflow_pkts,0.7372173879633686
idle.tot,bwd_iat.tot,0.7327359954893181
bwd_pkts_payload.std,flow_FIN_flag_count,0.7302953528032744
bwd_iat.avg,fwd_iat.avg,0.7295829325293357
bwd_pkts_payload.max,fwd_pkts_payload.max,0.7279636076329503
flow_pkts_payload.std,fwd_pkts_payload.std,0.7262629656365318
idle.min,fwd_iat.avg,0.7258298948898133
bwd_init_window_size,fwd_header_size_max,0.7216565801787689
idle.tot,fwd_data_pkts_tot,0.7166370508513339
fwd_iat.std,fwd_iat.avg,0.7164682952779021
bwd_pkts_payload.std,fwd_pkts_payload.max,0.711092463361722
idle.tot,fwd_pkts_tot,0.7103511330965961
bwd_pkts_payload.max,flow_FIN_flag_count,0.7099262198216809
flow_RST_flag_count,bwd_header_size_min,0.7035482520297774
bwd_header_size_tot,fwd_header_size_tot,0.7026239800331721
flow_iat.tot,bwd_iat.tot,0.7017515453356428
bwd_iat.tot,flow_duration,0.7017502191503129
bwd_iat.tot,fwd_iat.tot,0.7011329995853732
fwd_header_size_tot,bwd_pkts_tot,0.7001176567548304
flow_pkts_payload.min,flow_RST_flag_count,0.6964303964296784
flow_SYN_flag_count,bwd_header_size_max,0.6961905292764122
bwd_PSH_flag_count,fwd_PSH_flag_count,0.6959940994182003
flow_pkts_payload.std,flow_pkts_payload.avg,0.6921210787003125
bwd_header_size_max,fwd_header_size_min,0.6918595852620505
active.tot,fwd_data_pkts_tot,0.6891064902592846
fwd_init_window_size,fwd_pkts_payload.min,0.6880971114326401
bwd_header_size_min,down_up_ratio,0.6871929240652012
flow_pkts_payload.min,bwd_header_size_max,0.6865390213479385
fwd_subflow_pkts,bwd_pkts_payload.avg,0.6845638166604878
bwd_pkts_payload.avg,fwd_pkts_payload.std,0.6842871719605276
flow_pkts_payload.avg,bwd_pkts_payload.max,0.6838093310939809
flow_pkts_payload.max,flow_FIN_flag_count,0.671656962530689
fwd_subflow_pkts,bwd_pkts_payload.max,0.6689587611921319
bwd_init_window_size,flow_FIN_flag_count,0.6671964796554568
fwd_init_window_size,fwd_header_size_min,0.665375303128509
flow_pkts_payload.avg,bwd_pkts_payload.std,0.6644611262806466
flow_iat.avg,bwd_iat.avg,0.6624988080459947
flow_RST_flag_count,down_up_ratio,0.65579030754573
fwd_init_window_size,flow_SYN_flag_count,0.6554104288428271
flow_pkts_payload.avg,fwd_pkts_payload.std,0.6493299823693117
bwd_pkts_payload.avg,fwd_pkts_payload.max,0.649071191613641
fwd_header_size_tot,bwd_data_pkts_tot,0.6489947122119033
flow_pkts_payload.tot,fwd_header_size_tot,0.6489352877302942
fwd_iat.avg,fwd_iat.min,0.6486539047470492
bwd_header_size_min,fwd_header_size_max,0.6454516211826103
fwd_subflow_pkts,flow_pkts_payload.max,0.638624946402723
fwd_subflow_pkts,bwd_pkts_payload.std,0.638423609507486
bwd_header_size_min,fwd_header_size_min,0.6356731398455642
fwd_init_window_size,bwd_header_size_max,0.6297326119282057
active.tot,fwd_pkts_tot,0.6288564361584351
bwd_iat.max,fwd_iat.avg,0.6250318679694028
fwd_init_window_size,flow_FIN_flag_count,0.6238031301990813
flow_iat.avg,bwd_iat.std,0.6161598106636033
bwd_subflow_bytes,fwd_subflow_pkts,0.6129772726824467
flow_SYN_flag_count,bwd_header_size_min,0.6128982254724278
bwd_init_window_size,flow_SYN_flag_count,0.6128527580139879
fwd_PSH_flag_count,fwd_header_size_tot,0.6113682838210823
bwd_init_window_size,bwd_header_size_max,0.6107298007766293
flow_ACK_flag_count,bwd_PSH_flag_count,0.6061430610078051
bwd_init_window_size,bwd_pkts_payload.max,0.6042038535214659
bwd_init_window_size,bwd_pkts_payload.std,0.5964627199451494
flow_RST_flag_count,bwd_header_size_max,0.5955711658312398
fwd_bulk_packets,fwd_subflow_bytes,0.5955097049027538
bwd_pkts_payload.tot,fwd_header_size_tot,0.5903389315985904
fwd_pkts_payload.tot,fwd_header_size_tot,0.5865317526709004
bwd_init_window_size,fwd_pkts_payload.min,0.5813932706911278
active.max,active.min,0.5761155288056051
fwd_bulk_bytes,fwd_subflow_bytes,0.5742100428062632
fwd_init_window_size,bwd_pkts_payload.std,0.5732408927904054
flow_iat.std,bwd_iat.std,0.5714530146657901
bwd_iat.tot,fwd_PSH_flag_count,0.5669699219583334
bwd_init_window_size,flow_pkts_payload.max,0.5657814686786504
flow_iat.avg,bwd_iat.max,0.5625185086198301
bwd_header_size_max,down_up_ratio,0.5619205456321958
bwd_pkts_payload.avg,flow_FIN_flag_count,0.5612044075625869
bwd_subflow_pkts,fwd_header_size_tot,0.5592587969010634
fwd_init_window_size,bwd_pkts_payload.max,0.558272565540352
fwd_init_window_size,fwd_iat.max,0.5577323871552169
fwd_init_window_size,flow_iat.max,0.5563436408575438
fwd_init_window_size,idle.avg,0.5544867097314665
fwd_init_window_size,idle.min,0.5522909844241706
fwd_init_window_size,idle.max,0.5500560369361541
flow_FIN_flag_count,fwd_header_size_max,0.5480162274056729
fwd_subflow_pkts,flow_pkts_payload.std,0.5461767642147323
flow_iat.std,bwd_iat.max,0.5383362352865632
fwd_init_window_size,fwd_iat.std,0.5378781827539958
flow_iat.std,bwd_iat.avg,0.53638973811007
fwd_subflow_pkts,fwd_header_size_tot,0.5334844160999485
bwd_subflow_bytes,fwd_header_size_tot,0.5331796183681574
fwd_iat.tot,fwd_pkts_payload.tot,0.5327270172417047
flow_iat.tot,fwd_pkts_payload.tot,0.5326848237886367
fwd_pkts_payload.tot,flow_duration,0.5326817159055062
fwd_subflow_pkts,flow_FIN_flag_count,0.5322315422099169
flow_pkts_payload.std,flow_FIN_flag_count,0.5312284753362968
fwd_init_window_size,flow_iat.std,0.5310545452428218
active.tot,fwd_iat.tot,0.5305634941363613
active.tot,flow_iat.tot,0.5304749116867734
active.tot,flow_duration,0.5304730459181909
fwd_subflow_bytes,fwd_pkts_payload.std,0.5303661597757935
bwd_init_window_size,fwd_subflow_pkts,0.5292211969797325
fwd_header_size_tot,fwd_data_pkts_tot,0.5275574649451453
bwd_iat.std,fwd_iat.std,0.5248299064942619
fwd_subflow_bytes,fwd_pkts_payload.max,0.5240883021614948
flow_iat.max,bwd_iat.max,0.5229223479461712
idle.max,bwd_iat.max,0.5222697108029807
fwd_init_window_size,fwd_subflow_pkts,0.520570552671843
fwd_pkts_payload.min,flow_FIN_flag_count,0.5174233611120138
idle.std,bwd_iat.max,0.5166410514810597
fwd_subflow_pkts,flow_ACK_flag_count,0.5144334270195499
bwd_iat.max,fwd_iat.max,0.511785742643062
fwd_pkts_payload.std,flow_FIN_flag_count,0.5097898063043401
flow_pkts_payload.std,bwd_header_size_max,0.5097303619472769
bwd_init_window_size,fwd_header_size_min,0.507594612866541
bwd_init_window_size,fwd_iat.max,0.5068178582539675
idle.tot,fwd_pkts_payload.tot,0.5059923115885577
bwd_iat.max,fwd_iat.std,0.5059892033667595
bwd_init_window_size,flow_iat.max,0.5056984896356735
flow_iat.max,bwd_iat.std,0.5001887178645157
bwd_init_window_size,idle.max,0.4997378375670204
idle.max,bwd_iat.std,0.4996136849254949
flow_iat.min,bwd_iat.min,0.49937666266394753
bwd_init_window_size,idle.avg,0.4983988434724173
bwd_init_window_size,fwd_pkts_payload.std,0.4983535784746113
fwd_subflow_pkts,bwd_pkts_tot,0.4964991224873794
bwd_iat.std,fwd_iat.max,0.4957415152052703
fwd_subflow_pkts,flow_pkts_payload.avg,0.4941647713670411
bwd_init_window_size,fwd_iat.std,0.4899694145026022
bwd_init_window_size,idle.min,0.48859040067775394
active.tot,fwd_pkts_payload.tot,0.48709653625580046
bwd_iat.avg,fwd_iat.std,0.48555252424080597
fwd_init_window_size,flow_pkts_payload.max,0.4848468959635072
idle.avg,bwd_iat.max,0.48437318801096213
fwd_subflow_pkts,bwd_data_pkts_tot,0.48290960974667896
fwd_iat.max,fwd_header_size_max,0.48161697996510605
bwd_init_window_size,flow_iat.std,0.48042287691332175
payload_bytes_per_second,fwd_pkts_payload.min,0.47939204338021646
flow_iat.max,fwd_header_size_max,0.4793684235449948
idle.avg,fwd_header_size_max,0.478933054217641
fwd_subflow_bytes,fwd_pkts_payload.tot,0.47874450085522524
idle.min,fwd_header_size_max,0.4772534921517999
fwd_subflow_pkts,fwd_pkts_payload.std,0.4749255934365823
idle.max,fwd_header_size_max,0.47468981592431264
fwd_pkts_payload.avg,fwd_pkts_payload.max,0.473185490740689
idle.avg,bwd_iat.std,0.4729069363421747
flow_iat.tot,fwd_header_size_tot,0.47237884152309534
fwd_iat.tot,fwd_header_size_tot,0.4723782744274378
fwd_header_size_tot,flow_duration,0.4723661940718886
bwd_init_window_size,bwd_pkts_payload.avg,0.47163078118793156
fwd_subflow_bytes,flow_pkts_payload.avg,0.47044437846993636
bwd_PSH_flag_count,fwd_pkts_tot,0.46681247536752224
fwd_subflow_pkts,bwd_header_size_tot,0.4667019269052245
fwd_iat.std,fwd_header_size_max,0.4659495232759287
fwd_subflow_pkts,flow_pkts_payload.tot,0.465923854637186
fwd_bulk_packets,fwd_pkts_payload.tot,0.4619390067715194
fwd_bulk_bytes,fwd_pkts_payload.tot,0.4619098861504111
fwd_init_window_size,fwd_pkts_payload.avg,0.4618727898720138
flow_iat.std,fwd_header_size_max,0.4596807151317463
idle.tot,fwd_header_size_tot,0.4594186593698545
fwd_subflow_pkts,bwd_pkts_payload.tot,0.4567363094237766
fwd_init_window_size,bwd_header_size_min,0.4559505418090369
flow_pkts_payload.std,bwd_header_size_min,0.45372062074539704
flow_pkts_payload.avg,fwd_pkts_payload.avg,0.4514978186970331
flow_FIN_flag_count,bwd_header_size_max,0.45069022390215263
bwd_pkts_payload.std,fwd_header_size_max,0.4499491335241546
bwd_PSH_flag_count,bwd_pkts_tot,0.4489204137844422
flow_ACK_flag_count,fwd_pkts_tot,0.4487465974645698
bwd_PSH_flag_count,bwd_header_size_tot,0.44746166340500854
fwd_subflow_pkts,fwd_pkts_payload.max,0.447174430251026
bwd_pkts_payload.max,fwd_pkts_payload.min,0.4470007570354274
flow_iat.max,bwd_iat.avg,0.4445562152042261
idle.max,bwd_iat.avg,0.44404604883626136
idle.tot,active.tot,0.4433640948104456
bwd_pkts_payload.std,fwd_pkts_payload.min,0.4425157214616673
bwd_bulk_rate,bwd_pkts_payload.avg,0.4420149576190461
fwd_init_window_size,fwd_pkts_payload.std,0.44136114511543045
flow_RST_flag_count,fwd_pkts_per_sec,0.44129273703781813
flow_RST_flag_count,flow_pkts_per_sec,0.4412455318688901
flow_RST_flag_count,bwd_pkts_per_sec,0.4411952902073484
fwd_init_window_size,flow_iat.avg,0.43939668993615183
bwd_pkts_payload.min,fwd_header_size_min,0.4389079607621817
fwd_subflow_pkts,bwd_PSH_flag_count,0.43839661102158245
bwd_bulk_packets,fwd_header_size_tot,0.43680228177411157
bwd_iat.avg,fwd_iat.max,0.436222554825224
fwd_init_window_size,bwd_pkts_payload.avg,0.43495390497825803
bwd_bulk_rate,bwd_pkts_payload.std,0.43386377354473765
bwd_bulk_bytes,fwd_header_size_tot,0.4332904298116839
fwd_subflow_bytes,fwd_subflow_pkts,0.43212487735706173
flow_pkts_payload.std,flow_SYN_flag_count,0.4295414900122857
idle.min,bwd_iat.std,0.4294578293892307
bwd_init_window_size,bwd_header_size_min,0.42888358544378924
fwd_pkts_payload.min,bwd_pkts_per_sec,0.4279114486785856
fwd_pkts_payload.min,flow_pkts_per_sec,0.4278080519627248
fwd_pkts_payload.min,fwd_pkts_per_sec,0.42770169605061087
idle.std,bwd_iat.std,0.4263999334256446
idle.min,bwd_iat.max,0.42585364837229844
payload_bytes_per_second,flow_RST_flag_count,0.4255633229155688
flow_pkts_payload.max,fwd_header_size_max,0.42537921868337825
fwd_subflow_bytes,flow_pkts_payload.std,0.4228094358489555
bwd_pkts_payload.max,fwd_header_size_max,0.4223775479641197
idle.avg,bwd_iat.avg,0.42116375526414573
flow_pkts_payload.tot,fwd_pkts_tot,0.4191432332491026
fwd_pkts_payload.max,flow_FIN_flag_count,0.4161146832750007
idle.tot,fwd_PSH_flag_count,0.41454796818653983
fwd_subflow_bytes,flow_pkts_payload.max,0.411964316697684
bwd_pkts_payload.avg,fwd_pkts_payload.min,0.4115665889145238
bwd_init_window_size,flow_pkts_payload.std,0.4112446322883884
fwd_iat.max,bwd_header_size_max,0.4091222400921311
fwd_subflow_pkts,fwd_header_size_max,0.4086439750726001
down_up_ratio,bwd_pkts_per_sec,0.40860522022506623
flow_pkts_payload.max,flow_SYN_flag_count,0.40860461838108303
down_up_ratio,flow_pkts_per_sec,0.4084763076086996
down_up_ratio,fwd_pkts_per_sec,0.4083445665035376
idle.avg,bwd_header_size_max,0.4078068782462848
flow_iat.max,bwd_header_size_max,0.4076208142491585
bwd_pkts_tot,fwd_pkts_tot,0.4074518053355053
idle.min,bwd_header_size_max,0.4067684403426924
bwd_bulk_rate,bwd_pkts_payload.max,0.40674581986529273
bwd_iat.tot,bwd_PSH_flag_count,0.406329705881854
bwd_init_window_size,flow_iat.avg,0.4061871336766804
fwd_subflow_pkts,fwd_pkts_payload.min,0.40509094372600035
flow_iat.tot,fwd_PSH_flag_count,0.4045282994309261
fwd_iat.tot,fwd_PSH_flag_count,0.404526041986943
fwd_PSH_flag_count,flow_duration,0.40451736070661176
idle.max,bwd_header_size_max,0.40393444515632804
bwd_bulk_rate,flow_pkts_payload.max,0.4014413548072823
bwd_bulk_rate,flow_pkts_payload.std,0.40086546973631615
fwd_iat.std,bwd_header_size_max,0.39626119150309164
idle.min,fwd_header_size_min,0.3949892285257882
payload_bytes_per_second,down_up_ratio,0.3941395826304805
flow_SYN_flag_count,flow_FIN_flag_count,0.3941243168022689
fwd_iat.max,fwd_header_size_min,0.3940499538446017
idle.avg,fwd_header_size_min,0.39357212030884836
fwd_iat.max,flow_SYN_flag_count,0.3934044591420974
flow_ACK_flag_count,fwd_PSH_flag_count,0.3931635559240642
flow_iat.max,flow_SYN_flag_count,0.3918816732157961
bwd_PSH_flag_count,bwd_data_pkts_tot,0.3915426528069482
flow_iat.std,bwd_header_size_max,0.3913320346689043
idle.avg,flow_SYN_flag_count,0.39125572637989603
flow_iat.max,fwd_header_size_min,0.39089426622987555
bwd_header_size_tot,fwd_pkts_tot,0.3906332082326505
bwd_pkts_payload.min,flow_SYN_flag_count,0.39028591895379144
fwd_iat.max,fwd_pkts_payload.min,0.38991856343677317
flow_iat.max,fwd_pkts_payload.min,0.3898549179712269
idle.min,flow_SYN_flag_count,0.3892336280250504
bwd_pkts_payload.std,bwd_header_size_max,0.38878695908649263
idle.max,fwd_header_size_min,0.38829505526548075
idle.max,flow_SYN_flag_count,0.3880182005317589
idle.avg,fwd_pkts_payload.min,0.38762152339643674
fwd_subflow_bytes,bwd_pkts_payload.max,0.38659616312521955
payload_bytes_per_second,fwd_pkts_payload.avg,0.38613793013975045
idle.min,fwd_pkts_payload.min,0.3852748096679101
bwd_iat.std,fwd_iat.min,0.3850611616429978
idle.max,fwd_pkts_payload.min,0.38489405442777774
flow_pkts_payload.std,down_up_ratio,0.38425258216874897
fwd_iat.std,fwd_header_size_min,0.38379932779258114
bwd_subflow_pkts,bwd_pkts_payload.avg,0.383611874091657
idle.min,bwd_iat.avg,0.3804134912643937
bwd_data_pkts_tot,fwd_pkts_tot,0.3797422923682861
fwd_iat.std,flow_SYN_flag_count,0.37915647225894605
flow_iat.std,fwd_header_size_min,0.3784941682013631
fwd_iat.std,fwd_pkts_payload.min,0.3776165968721226
flow_pkts_payload.max,bwd_header_size_max,0.37441109809141676
flow_iat.std,fwd_pkts_payload.min,0.37412676518758936
flow_iat.std,flow_SYN_flag_count,0.3723354435809547
fwd_last_window_size,fwd_header_size_min,0.3718152683867898
fwd_pkts_payload.tot,fwd_PSH_flag_count,0.3715413477650703
flow_iat.avg,fwd_header_size_max,0.37057671991804925
bwd_init_window_size,fwd_pkts_payload.max,0.3703541571965461
bwd_pkts_payload.max,bwd_header_size_max,0.36862383813015154
flow_pkts_payload.std,fwd_header_size_max,0.3685918706556813
fwd_PSH_flag_count,fwd_pkts_tot,0.36458193644493214
fwd_pkts_payload.min,id.orig_p,0.3625840646616622
bwd_iat.avg,fwd_iat.min,0.3624949027662939
bwd_init_window_size,bwd_iat.max,0.36238208586085163
bwd_pkts_payload.std,flow_SYN_flag_count,0.3622681152984056
flow_pkts_payload.min,fwd_pkts_per_sec,0.36219919338604906
flow_pkts_payload.min,flow_pkts_per_sec,0.36216072186670645
flow_pkts_payload.min,bwd_pkts_per_sec,0.3621197580606569
bwd_bulk_packets,fwd_subflow_pkts,0.36172059240548643
flow_pkts_payload.avg,flow_pkts_payload.min,0.3611864892488711
fwd_pkts_payload.std,fwd_pkts_payload.min,0.3588620412661562
fwd_subflow_bytes,fwd_pkts_payload.avg,0.35749626781761895
bwd_bulk_bytes,fwd_subflow_pkts,0.3571092293051583
flow_pkts_payload.std,flow_RST_flag_count,0.355773944979114
bwd_pkts_payload.min,flow_RST_flag_count,0.35478243490331135
bwd_bulk_rate,flow_pkts_payload.avg,0.35347305622707625
fwd_subflow_bytes,bwd_pkts_payload.avg,0.35307771969804835
fwd_init_window_size,active.min,0.3526292535659046
fwd_init_window_size,fwd_iat.avg,0.34938469614092127
fwd_subflow_bytes,bwd_pkts_payload.std,0.3493327020018454
payload_bytes_per_second,flow_pkts_payload.min,0.349292076112538
flow_pkts_payload.std,flow_pkts_payload.min,0.3491436077563216
flow_RST_flag_count,flow_SYN_flag_count,0.3489870563030772
bwd_iat.max,flow_pkts_payload.max,0.34876113229224187
bwd_iat.avg,bwd_iat.tot,0.3487344286092853
bwd_pkts_payload.min,fwd_header_size_max,0.34796610343967604
flow_pkts_payload.tot,bwd_PSH_flag_count,0.34781644850315446
idle.std,bwd_iat.avg,0.34762907819143796
flow_RST_flag_count,fwd_header_size_min,0.3448443406908457
bwd_iat.max,bwd_pkts_payload.max,0.3442097548228828
flow_FIN_flag_count,fwd_header_size_min,0.3441693544768811
active.tot,fwd_header_size_tot,0.3408373525094188
bwd_pkts_payload.tot,fwd_pkts_tot,0.3378063113150714
fwd_pkts_payload.max,flow_SYN_flag_count,0.3371203463374336
fwd_pkts_payload.min,fwd_header_size_max,0.33633275121011075
flow_pkts_payload.std,fwd_pkts_payload.avg,0.3359920440585194
bwd_pkts_payload.max,flow_SYN_flag_count,0.33537440865178564
fwd_pkts_payload.std,fwd_header_size_max,0.33486382081820637
bwd_init_window_size,fwd_iat.avg,0.33260514424327375
fwd_pkts_payload.avg,bwd_pkts_per_sec,0.33245131875785333
fwd_pkts_payload.avg,flow_pkts_per_sec,0.3323686999509042
fwd_pkts_payload.avg,fwd_pkts_per_sec,0.3322837818841594
fwd_subflow_pkts,bwd_header_size_max,0.3322158645400791
bwd_subflow_pkts,fwd_pkts_tot,0.33139752643385884
bwd_bulk_rate,fwd_pkts_payload.max,0.3312891149114746
idle.std,idle.max,0.32738695533651696
idle.std,flow_iat.max,0.3273524815645157
fwd_subflow_pkts,flow_SYN_flag_count,0.32670838414174375
fwd_subflow_pkts,fwd_pkts_tot,0.32533622292872505
bwd_subflow_pkts,flow_pkts_payload.avg,0.32515305525542887
fwd_init_window_size,flow_pkts_payload.std,0.32510698375706926
bwd_init_window_size,fwd_pkts_payload.avg,0.32456500012037337
